"Path","Dates range","Impressions","Clicks","CTR %","Avg. position","Avg. click position","Impressions for 1st position","Clicks from pos. 1","CTR % for pos. 1","Impressions for pos. 2-3","Clicks from pos. 2-3","CTR % for pos. 2-3","Avg. impression position for pos. 2-3","Avg. click position from pos. 2-3","Impressions for pos. 4-10","Clicks from pos. 4-10","CTR % for pos. 4-10","Avg. impression position for pos. 4-10","Avg. click position from pos. 4-10","Impressions for pos. 11-50","Clicks from pos. 11-50","CTR % for pos. 11-50","Avg. impression position for pos. 11-50","Avg. click position from pos. 11-50"
"/portfolio/karkasnye-doma/dom-v-luge/","2026-03-16 - 2026-06-14","6.00","0.00","0.00","25.00","","0.00","0.00","","0.00","0.00","","","","3.00","0.00","0.00","9.00","","3.00","0.00","0.00","41.00",""
"/catalog/karkasnye-doma/dk-99/","2026-03-16 - 2026-06-14","6.00","1.00","16.67","7.17","1.00","1.00","1.00","100.00","0.00","0.00","","","","5.00","0.00","0.00","8.40","","0.00","0.00","","",""
"/articles/stroitelstvo/okosyachka-proemov-v-dome-iz-brusa/","2026-03-16 - 2026-06-14","6.00","0.00","0.00","10.33","","0.00","0.00","","0.00","0.00","","","","4.00","0.00","0.00","9.75","","2.00","0.00","0.00","11.50",""
"/articles/inzhenernye-sistemy/trebovaniya-k-stroitelstvu-doma-na-uchastkakh-izhs/","2026-03-16 - 2026-06-14","6.00","0.00","0.00","12.17","","0.00","0.00","","0.00","0.00","","","","3.00","0.00","0.00","8.33","","3.00","0.00","0.00","16.00",""
"/catalog/karkasnye-doma/pmzh/page-2/","2026-03-16 - 2026-06-14","6.00","0.00","0.00","2.17","","0.00","0.00","","6.00","0.00","0.00","2.17","","0.00","0.00","","","","0.00","0.00","","",""
"/catalog/karkasnye-doma/dk-182/","2026-03-16 - 2026-06-14","6.00","2.00","33.33","5.83","5.00","2.00","1.00","50.00","0.00","0.00","","","","4.00","1.00","25.00","8.25","9.00","0.00","0.00","","",""
"/catalog/karkasnye-doma/dk-102/","2026-03-16 - 2026-06-14","6.00","0.00","0.00","9.50","","0.00","0.00","","1.00","0.00","0.00","2.00","","3.00","0.00","0.00","4.33","","2.00","0.00","0.00","21.00",""
"/catalog/doma-pod-klyuch/pk-150/","2026-03-16 - 2026-06-14","6.00","0.00","0.00","8.17","","0.00","0.00","","1.00","0.00","0.00","3.00","","3.00","0.00","0.00","7.33","","2.00","0.00","0.00","12.00",""
"/catalog/doma-pod-klyuch/do-5mln/","2026-03-16 - 2026-06-14","6.00","0.00","0.00","9.00","","0.00","0.00","","0.00","0.00","","","","5.00","0.00","0.00","8.40","","1.00","0.00","0.00","12.00",""
"/articles/stroitelstvo/teplyj-pol-dlya-komforta-v-dome/","2026-03-16 - 2026-06-14","6.00","0.00","0.00","8.83","","0.00","0.00","","0.00","0.00","","","","5.00","0.00","0.00","8.40","","1.00","0.00","0.00","11.00",""
"/catalog/doma-pod-klyuch/pk-123/","2026-03-16 - 2026-06-14","6.00","0.00","0.00","10.17","","0.00","0.00","","0.00","0.00","","","","3.00","0.00","0.00","8.33","","3.00","0.00","0.00","12.00",""
"/catalog/karkasnye-doma/dk-123/","2026-03-16 - 2026-06-14","5.00","1.00","20.00","4.20","2.00","0.00","0.00","","2.00","1.00","50.00","2.00","2.00","3.00","0.00","0.00","5.67","","0.00","0.00","","",""
"/catalog/karkasnye-doma/12x12/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","7.40","","0.00","0.00","","0.00","0.00","","","","4.00","0.00","0.00","6.25","","1.00","0.00","0.00","12.00",""
"/catalog/proyekty/3-sanuzla/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","7.80","","0.00","0.00","","0.00","0.00","","","","4.00","0.00","0.00","6.50","","1.00","0.00","0.00","13.00",""
"/portfolio/karkasnye-doma/dom-v-massive-rakhya-/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","17.80","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","8.00","","3.00","0.00","0.00","24.33",""
"/catalog/doma-na-prodazhu/dom-v-novoy-ladoge/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","15.00","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","9.50","","3.00","0.00","0.00","18.67",""
"/catalog/doma-pod-klyuch/odnoetazhnye/page-3/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","2.60","","1.00","0.00","0.00","3.00","0.00","0.00","2.67","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"/manufacture/","2026-03-16 - 2026-06-14","5.00","1.00","20.00","5.00","2.00","0.00","0.00","","3.00","1.00","33.33","2.33","2.00","1.00","0.00","0.00","6.00","","1.00","0.00","0.00","12.00",""
"/catalog/karkasnye-doma/dk-189/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","11.80","","0.00","0.00","","2.00","0.00","0.00","2.00","","1.00","0.00","0.00","5.00","","2.00","0.00","0.00","25.00",""
"/portfolio/karkasnye-doma/dom-v-slantsakh/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","4.00","0.00","0.00","9.00","","1.00","0.00","0.00","14.00",""
"/portfolio/karkasnye-doma/karkasnyj-dom-8-na-8-kudrovo/","2026-03-16 - 2026-06-14","5.00","1.00","20.00","4.80","3.00","0.00","0.00","","1.00","1.00","100.00","3.00","3.00","4.00","0.00","0.00","5.25","","0.00","0.00","","",""
"/portfolio/karkasnye-doma/dom-v-staroladozhskom-kanale/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","8.40","","0.00","0.00","","1.00","0.00","0.00","3.00","","2.00","0.00","0.00","7.50","","2.00","0.00","0.00","12.00",""
"/catalog/doma-pod-klyuch/dvuhetazhnye/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","3.20","","0.00","0.00","","3.00","0.00","0.00","2.67","","2.00","0.00","0.00","4.00","","0.00","0.00","","",""
"/catalog/proyekty/12.5x9.5/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","9.60","","0.00","0.00","","0.00","0.00","","","","5.00","0.00","0.00","9.60","","0.00","0.00","","",""
"/articles/stroitelstvo/kak-vybrat-okna-dlja-doma-iz-brusa/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","3.00","0.00","0.00","9.00","","2.00","0.00","0.00","11.50",""
"/catalog/karkasnye-doma/9x8/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","6.40","","0.00","0.00","","1.00","0.00","0.00","3.00","","4.00","0.00","0.00","7.25","","0.00","0.00","","",""
"/articles/osobennosti-i-sovety/osnovnye-osobennosti-stilya-barnhaus-v-zagorodnom-stroitelstve/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","9.40","","0.00","0.00","","0.00","0.00","","","","3.00","0.00","0.00","7.33","","2.00","0.00","0.00","12.50",""
"/catalog/doma-pod-klyuch/4-spalni/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","2.60","","2.00","0.00","0.00","1.00","0.00","0.00","3.00","","2.00","0.00","0.00","4.00","","0.00","0.00","","",""
"/portfolio/karkasnye-doma/karkasnyj-dom-11.5-na-9-larsen-park/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","14.40","","0.00","0.00","","1.00","0.00","0.00","3.00","","3.00","0.00","0.00","7.33","","1.00","0.00","0.00","47.00",""
"/catalog/karkasnye-doma/dk-131/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","3.20","","2.00","0.00","0.00","1.00","0.00","0.00","3.00","","2.00","0.00","0.00","5.50","","0.00","0.00","","",""
"/katalog/karkasnyie-doma/karkasnyij-dom-dk-68?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Retargeting-SPB-OK|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","5.00","5.00","100.00","6.40","6.40","0.00","0.00","","0.00","0.00","","","","5.00","5.00","100.00","6.40","6.40","0.00","0.00","","",""
"/catalog/karkasnye-doma/12x7.5/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","8.20","","0.00","0.00","","0.00","0.00","","","","3.00","0.00","0.00","6.33","","2.00","0.00","0.00","11.00",""
"/catalog/karkasnye-doma/karkasnyij-dom-dk-16/","2026-03-16 - 2026-06-14","5.00","2.00","40.00","10.40","12.50","0.00","0.00","","0.00","0.00","","","","3.00","0.00","0.00","9.00","","2.00","2.00","100.00","12.50","12.50"
"/portfolio/karkasnye-doma/karkasnyj-dom-14.5-na-9-volochaevka-3/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","3.00","0.00","0.00","5.67","","2.00","0.00","0.00","19.00",""
"/portfolio/karkasnye-doma/karkasnyj-dom-11.5-na-7.4-dnt-glashino/","2026-03-16 - 2026-06-14","5.00","2.00","40.00","13.20","15.00","0.00","0.00","","1.00","1.00","100.00","3.00","3.00","0.00","0.00","","","","4.00","1.00","25.00","15.75","27.00"
"/catalog/karkasnye-doma/dk-141/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","5.00","","0.00","0.00","","2.00","0.00","0.00","2.50","","3.00","0.00","0.00","6.67","","0.00","0.00","","",""
"/portfolio/karkasnye-doma/karkasnyj-dom-11-na-9.5-bolshaya-medvedica/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","8.60","","0.00","0.00","","0.00","0.00","","","","4.00","0.00","0.00","8.00","","1.00","0.00","0.00","11.00",""
"/portfolio/page-7/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","6.80","","0.00","0.00","","1.00","0.00","0.00","2.00","","2.00","0.00","0.00","4.50","","2.00","0.00","0.00","11.50",""
"/catalog/proyekty/page-4/","2026-03-16 - 2026-06-14","5.00","1.00","20.00","2.80","1.00","1.00","1.00","100.00","2.00","0.00","0.00","2.50","","2.00","0.00","0.00","4.00","","0.00","0.00","","",""
"/catalog/karkasnye-doma/malenkie-doma/page-3/","2026-03-16 - 2026-06-14","5.00","4.00","80.00","1.20","1.00","4.00","4.00","100.00","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"/catalog/karkasnye-doma/100-150m2/page-2/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","3.80","","0.00","0.00","","2.00","0.00","0.00","2.00","","3.00","0.00","0.00","5.00","","0.00","0.00","","",""
"/catalog/karkasnye-doma/dk-124/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","5.00","","0.00","0.00","","1.00","0.00","0.00","3.00","","4.00","0.00","0.00","5.50","","0.00","0.00","","",""
"/catalog/karkasnye-doma/2-spalni/page-2/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","2.00","","0.00","0.00","","5.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"/articles/stroitelstvo/ustrojstvo-otopleniya-v-karkasnom-dome-cherez-teplyie-polyi/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","4.00","0.00","0.00","9.75","","1.00","0.00","0.00","11.00",""
"/catalog/karkasnye-doma/karkasnyij-dom-dk-73/","2026-03-16 - 2026-06-14","5.00","1.00","20.00","3.20","1.00","3.00","1.00","33.33","0.00","0.00","","","","2.00","0.00","0.00","6.50","","0.00","0.00","","",""
"/catalog/karkasnye-doma/karkasnyij-dom-8-na-9-dk-86/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","13.00","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","6.00","","3.00","0.00","0.00","17.67",""
"/catalog/doma-pod-klyuch/do-100m2/page-2/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","2.40","","0.00","0.00","","4.00","0.00","0.00","2.00","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"/catalog/karkasnye-doma/dk-126/?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Retargeting-FID-SPB-OK-4|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","5.00","5.00","100.00","6.00","6.00","0.00","0.00","","0.00","0.00","","","","5.00","5.00","100.00","6.00","6.00","0.00","0.00","","",""
"/portfolio/karkasnye-doma/dom-v-orzhitsakh/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","6.40","","0.00","0.00","","1.00","0.00","0.00","3.00","","4.00","0.00","0.00","7.25","","0.00","0.00","","",""
"/articles/stroitelstvo/podkrovelnaya-membrana-vyibiraem-pravilno/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","18.00","","0.00","0.00","","0.00","0.00","","","","3.00","0.00","0.00","10.00","","2.00","0.00","0.00","30.00",""
"/catalog/doma-iz-brusa/db-107/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","5.00","0.00","0.00","10.00","","0.00","0.00","","",""
"/catalog/karkasnye-doma/karkasnyij-dom-km-52/","2026-03-16 - 2026-06-14","5.00","1.00","20.00","8.80","6.00","0.00","0.00","","0.00","0.00","","","","3.00","1.00","33.33","7.00","6.00","2.00","0.00","0.00","11.50",""
"/catalog/karkasnye-doma/100-150m2/page-3/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","3.80","","0.00","0.00","","2.00","0.00","0.00","2.50","","3.00","0.00","0.00","4.67","","0.00","0.00","","",""
"/portfolio/karkasnye-doma/dom-v-kostuya/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","19.20","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","4.00","0.00","0.00","21.75",""
"/catalog/doma-pod-klyuch/bolshie-doma/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","8.20","","0.00","0.00","","1.00","0.00","0.00","2.00","","3.00","0.00","0.00","9.33","","1.00","0.00","0.00","11.00",""
"/catalog/karkasnye-doma/karkasnyij-dom-dk-65/","2026-03-16 - 2026-06-14","5.00","1.00","20.00","4.20","4.00","0.00","0.00","","1.00","0.00","0.00","3.00","","4.00","1.00","25.00","4.50","4.00","0.00","0.00","","",""
"/portfolio/karkasnye-doma/karkasnyj-dom-12h7-5-moskovskaya-oblast-dmitrovskij-r-n.-d.-neroshhino-kp-sportvill/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","14.80","","0.00","0.00","","0.00","0.00","","","","3.00","0.00","0.00","6.67","","2.00","0.00","0.00","27.00",""
"/articles/stroitelstvo/karkasnye-doma-v-stile-barn-hauz/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","10.20","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","8.00","","3.00","0.00","0.00","11.67",""
"/catalog/karkasnye-doma/dk-203/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","2.20","","3.00","0.00","0.00","0.00","0.00","","","","2.00","0.00","0.00","4.00","","0.00","0.00","","",""
"/catalog/karkasnye-doma/9.5x6/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","6.00","","0.00","0.00","","2.00","0.00","0.00","3.00","","3.00","0.00","0.00","8.00","","0.00","0.00","","",""
"/portfolio/karkasnye-doma/dom-v-borodinskom/","2026-03-16 - 2026-06-14","5.00","0.00","0.00","9.00","","0.00","0.00","","0.00","0.00","","","","3.00","0.00","0.00","7.33","","2.00","0.00","0.00","11.50",""
"/catalog/karkasnye-doma/dk-154/?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Retargeting-FID-SPB-OK-4|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","5.00","5.00","100.00","7.00","7.00","0.00","0.00","","0.00","0.00","","","","5.00","5.00","100.00","7.00","7.00","0.00","0.00","","",""
"/catalog/proyekty/pdk-423/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","7.75","","0.00","0.00","","0.00","0.00","","","","4.00","0.00","0.00","7.75","","0.00","0.00","","",""
"/catalog/karkasnye-doma/dk-153/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","4.00","","0.00","0.00","","3.00","0.00","0.00","2.00","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"/articles/stroitelstvo/rasprostranennye-oshibki-v-planirovke-zagorodnogo-doma/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","26.25","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","3.00","0.00","0.00","33.00",""
"/articles/stroitelstvo/uteplenie-karkasnogo-doma/","2026-03-16 - 2026-06-14","4.00","1.00","25.00","13.75","10.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","10.00","10.00","3.00","0.00","0.00","15.00",""
"/catalog/karkasnye-doma/dk-197/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","3.00","0.00","0.00","6.67","","1.00","0.00","0.00","12.00",""
"/catalog/karkasnye-doma/dk-171/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","5.50","","0.00","0.00","","0.00","0.00","","","","4.00","0.00","0.00","5.50","","0.00","0.00","","",""
"/portfolio/page-5/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","10.75","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","8.00","","2.00","0.00","0.00","13.50",""
"/catalog/karkasnye-doma/dk-202/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","6.00","","0.00","0.00","","2.00","0.00","0.00","3.00","","2.00","0.00","0.00","9.00","","0.00","0.00","","",""
"/catalog/karkasnye-doma/karkasnyij-dom-dk-42/","2026-03-16 - 2026-06-14","4.00","2.00","50.00","3.25","3.00","0.00","0.00","","2.00","1.00","50.00","2.50","2.00","2.00","1.00","50.00","4.00","4.00","0.00","0.00","","",""
"/catalog/proyekty/2-sanuzla/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","5.50","","0.00","0.00","","0.00","0.00","","","","4.00","0.00","0.00","5.50","","0.00","0.00","","",""
"/portfolio/karkasnye-doma/dom-v-yakovlevo/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","15.25","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","3.00","0.00","0.00","18.33",""
"/portfolio/karkasnye-doma/dom-9-5kh15m-v-orekhovo/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","29.50","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","4.00","0.00","0.00","29.50",""
"/catalog/doma-pod-klyuch/7x7/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","2.50","","0.00","0.00","","3.00","0.00","0.00","2.00","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"/catalog/karkasnye-doma/12x16/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","9.75","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","8.00","","2.00","0.00","0.00","11.50",""
"/portfolio/karkasnye-doma/karkasnyj-dom-7.5-na-12-dergajkovo/","2026-03-16 - 2026-06-14","4.00","2.00","50.00","7.00","10.00","0.00","0.00","","1.00","0.00","0.00","2.00","","3.00","2.00","66.67","8.67","10.00","0.00","0.00","","",""
"/catalog/doma-iz-brusa/do-100m2/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","4.75","","0.00","0.00","","0.00","0.00","","","","4.00","0.00","0.00","4.75","","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/pk-126/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","13.75","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","3.00","0.00","0.00","16.33",""
"/catalog/doma-na-prodazhu/","2026-03-16 - 2026-06-14","4.00","4.00","100.00","2.75","2.00","1.00","0.00","0.00","2.00","4.00","200.00","2.00","2.00","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"/catalog/karkasnye-doma/dd-117/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","2.25","","1.00","0.00","0.00","2.00","0.00","0.00","2.00","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/pk-124/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","9.00","","0.00","0.00","","1.00","0.00","0.00","2.00","","1.00","0.00","0.00","6.00","","2.00","0.00","0.00","14.00",""
"/portfolio/karkasnye-doma/karkasnyij-dom-6x9-rappolovo/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","3.25","","0.00","0.00","","2.00","0.00","0.00","2.50","","2.00","0.00","0.00","4.00","","0.00","0.00","","",""
"/portfolio/karkasnye-doma/karkasnyj-dom-14-na-10-shishkin-les/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","9.25","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","5.00","","2.00","0.00","0.00","13.50",""
"/catalog/karkasnye-doma/11x9.5/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","8.50","","0.00","0.00","","0.00","0.00","","","","3.00","0.00","0.00","7.67","","1.00","0.00","0.00","11.00",""
"/catalog/karkasnye-doma/12.5x9/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","7.75","","0.00","0.00","","1.00","0.00","0.00","2.00","","3.00","0.00","0.00","9.67","","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/sauna/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","12.50","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","4.00","0.00","0.00","12.50",""
"/portfolio/page-13/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","4.00","0.00","0.00","7.00","","0.00","0.00","","",""
"/catalog/karkasnye-doma/dk-194/","2026-03-16 - 2026-06-14","4.00","1.00","25.00","13.75","2.00","1.00","0.00","0.00","1.00","1.00","100.00","2.00","2.00","1.00","0.00","0.00","9.00","","1.00","0.00","0.00","43.00",""
"/catalog/karkasnye-doma/9.5x8/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","9.25","","0.00","0.00","","1.00","0.00","0.00","2.00","","1.00","0.00","0.00","10.00","","2.00","0.00","0.00","12.50",""
"/catalog/doma-pod-klyuch/pk-89/","2026-03-16 - 2026-06-14","4.00","1.00","25.00","2.25","1.00","3.00","1.00","33.33","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"/catalog/karkasnye-doma/do-100m2/page-2/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","8.00","","0.00","0.00","","1.00","0.00","0.00","3.00","","2.00","0.00","0.00","8.50","","1.00","0.00","0.00","12.00",""
"/catalog/doma-pod-klyuch/pk-181/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","7.00","","0.00","0.00","","1.00","0.00","0.00","3.00","","2.00","0.00","0.00","7.00","","1.00","0.00","0.00","11.00",""
"/katalog/karkasnyie-doma/dk-116?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-RSYA-SPB-OK|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","4.00","4.00","100.00","7.75","7.75","0.00","0.00","","0.00","0.00","","","","3.00","3.00","100.00","6.67","6.67","1.00","1.00","100.00","11.00","11.00"
"/portfolio/karkasnye-doma/karkasnyj-dom-13-na-9.2-petrovskie-sady/","2026-03-16 - 2026-06-14","4.00","1.00","25.00","11.50","14.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","3.00","1.00","33.33","13.67","14.00"
"/catalog/karkasnye-doma/odnoetazhnye/page-2/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","6.00","","0.00","0.00","","1.00","0.00","0.00","2.00","","3.00","0.00","0.00","7.33","","0.00","0.00","","",""
"/catalog/karkasnye-doma/dk-161/","2026-03-16 - 2026-06-14","4.00","1.00","25.00","4.50","1.00","1.00","1.00","100.00","1.00","0.00","0.00","3.00","","2.00","0.00","0.00","7.00","","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/pk-2/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","5.00","","0.00","0.00","","1.00","0.00","0.00","2.00","","3.00","0.00","0.00","6.00","","0.00","0.00","","",""
"/portfolio/karkasnye-doma/dom-15-7kh14-8m-v-d-malaya-dubna/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","9.00","","2.00","0.00","0.00","11.00",""
"/catalog/karkasnye-doma/dk-177/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","7.50","","0.00","0.00","","0.00","0.00","","","","3.00","0.00","0.00","6.33","","1.00","0.00","0.00","11.00",""
"/articles/stroitelstvo/paroizolyaciya-karkasnogo-doma-sozdaem-zashhitnyj-sloj-po-vsem-pravilam/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","10.50","","0.00","0.00","","1.00","0.00","0.00","2.00","","0.00","0.00","","","","3.00","0.00","0.00","13.33",""
"/articles/stroitelstvo/kakie-materialy-mi-ispolzuem-pri-stroitelstve/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","15.25","","0.00","0.00","","1.00","0.00","0.00","2.00","","2.00","0.00","0.00","9.50","","1.00","0.00","0.00","40.00",""
"/catalog/doma-pod-klyuch/pk-199/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","14.50","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","3.00","0.00","0.00","17.00",""
"/catalog/doma-pod-klyuch/pk-31/","2026-03-16 - 2026-06-14","4.00","1.00","25.00","4.00","1.00","2.00","1.00","50.00","1.00","0.00","0.00","2.00","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"/portfolio/karkasnye-doma/dom-13kh18-v-olgino/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","13.25","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","3.00","0.00","0.00","15.67",""
"/catalog/doma-pod-klyuch/3-spalni/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","8.50","","0.00","0.00","","0.00","0.00","","","","3.00","0.00","0.00","7.67","","1.00","0.00","0.00","11.00",""
"/catalog/doma-pod-klyuch/pk-82/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","8.00","","1.00","0.00","0.00","0.00","0.00","","","","2.00","0.00","0.00","9.00","","1.00","0.00","0.00","13.00",""
"/catalog/karkasnye-doma/karkasnyij-dom-8-na-9-dk-77/","2026-03-16 - 2026-06-14","4.00","1.00","25.00","4.75","1.00","2.00","1.00","50.00","0.00","0.00","","","","1.00","0.00","0.00","5.00","","1.00","0.00","0.00","12.00",""
"/articles/osobennosti-i-sovety/karkasnyy-dom-teplyy-ili-net-chestnyy-razbor-dlya-klimata-sankt-peterburga-i-lo/","2026-03-16 - 2026-06-14","4.00","0.00","0.00","14.75","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","9.00","","2.00","0.00","0.00","20.50",""
